yr,ir_supply,jc_supply,value
1997,osv,ppd,0.0
2007,osv,ppd,0.0
2010,osv,ppd,0.0
2003,osv,ppd,0.0
2011,osv,ppd,0.0
2001,osv,ppd,0.0
2008,trn,ppd,0.0
2009,trn,ppd,0.0
2005,trn,ppd,0.0
2006,trn,ppd,0.0
2012,trn,ppd,0.0
2014,trn,ppd,0.0
2013,trn,ppd,0.0
1999,trn,ppd,0.0
2002,trn,ppd,0.0
2017,trn,ppd,0.0
2016,trn,ppd,0.0
2015,trn,ppd,0.0
1998,trn,ppd,0.0
2004,trn,ppd,0.0
2000,trn,ppd,0.0
1997,trn,ppd,0.0
2007,trn,ppd,0.0
2010,trn,ppd,0.0
2003,trn,ppd,0.0
2011,trn,ppd,0.0
2001,trn,ppd,0.0
2008,smn,ppd,0.0
2009,smn,ppd,0.0
2005,smn,ppd,0.0
2006,smn,ppd,0.0
2012,smn,ppd,0.0
2014,smn,ppd,0.0
2013,smn,ppd,0.0
1999,smn,ppd,0.0
2002,smn,ppd,0.0
2017,smn,ppd,0.0
2016,smn,ppd,0.0
2015,smn,ppd,0.0
1998,smn,ppd,0.0
2004,smn,ppd,0.0
2000,smn,ppd,0.0
1997,smn,ppd,0.0
2007,smn,ppd,0.0
2010,smn,ppd,0.0
2003,smn,ppd,0.0
2011,smn,ppd,0.0
2001,smn,ppd,0.0
2008,fmt,ppd,0.068
2009,fmt,ppd,0.019
2005,fmt,ppd,0.108
2006,fmt,ppd,0.062
2012,fmt,ppd,0.011
2014,fmt,ppd,0.006
2013,fmt,ppd,0.006
1999,fmt,ppd,0.194
2002,fmt,ppd,0.241
2017,fmt,ppd,0.006
2016,fmt,ppd,0.006
2015,fmt,ppd,0.006
1998,fmt,ppd,0.17300000000000001
2004,fmt,ppd,0.14100000000000001
2000,fmt,ppd,0.182
1997,fmt,ppd,0.131
2007,fmt,ppd,0.043000000000000003
2010,fmt,ppd,0.006
2003,fmt,ppd,0.176
2011,fmt,ppd,0.002
2001,fmt,ppd,0.224
2008,pet,ppd,0.0
2009,pet,ppd,0.0
2005,pet,ppd,0.0
2006,pet,ppd,0.0
2012,pet,ppd,0.0
2014,pet,ppd,0.0
2013,pet,ppd,0.0
1999,pet,ppd,0.0
2002,pet,ppd,0.0
2017,pet,ppd,0.0
2016,pet,ppd,0.0
2015,pet,ppd,0.0
1998,pet,ppd,0.0
2004,pet,ppd,0.0
2000,pet,ppd,0.0
1997,pet,ppd,0.0
2007,pet,ppd,0.0
2010,pet,ppd,0.0
2003,pet,ppd,0.0
2011,pet,ppd,0.0
2001,pet,ppd,0.0
2008,mvt,ppd,0.0
2009,mvt,ppd,0.0
2005,mvt,ppd,0.0
2006,mvt,ppd,0.0
2012,mvt,ppd,0.0
2014,mvt,ppd,0.0
2013,mvt,ppd,0.0
1999,mvt,ppd,0.0
2002,mvt,ppd,0.0
2017,mvt,ppd,0.0
2016,mvt,ppd,0.0
2015,mvt,ppd,0.0
1998,mvt,ppd,0.0
2004,mvt,ppd,0.0
2000,mvt,ppd,0.0
1997,mvt,ppd,0.0
2007,mvt,ppd,0.0
2010,mvt,ppd,0.0
2003,mvt,ppd,0.0
2011,mvt,ppd,0.0
2001,mvt,ppd,0.0
2008,cep,ppd,0.229
2009,cep,ppd,0.265
2005,cep,ppd,0.02
2006,cep,ppd,0.002
2012,cep,ppd,0.41000000000000003
2014,cep,ppd,0.726
2013,cep,ppd,0.652
1999,cep,ppd,0.063
2002,cep,ppd,0.016
2017,cep,ppd,0.669
2016,cep,ppd,0.671
2015,cep,ppd,1.004
1998,cep,ppd,0.046
2004,cep,ppd,0.001
2000,cep,ppd,0.024
1997,cep,ppd,0.137
2007,cep,ppd,0.001
2010,cep,ppd,0.117
2003,cep,ppd,0.002
2011,cep,ppd,0.041
2001,cep,ppd,0.005
2008,wst,ppd,0.0
2009,wst,ppd,0.0
2005,wst,ppd,0.0
2006,wst,ppd,0.0
2012,wst,ppd,0.0
2014,wst,ppd,0.0
2013,wst,ppd,0.0
1999,wst,ppd,0.0
2002,wst,ppd,0.0
2017,wst,ppd,0.0
2016,wst,ppd,0.0
2015,wst,ppd,0.0
1998,wst,ppd,0.0
2004,wst,ppd,0.0
2000,wst,ppd,0.0
1997,wst,ppd,0.0
2007,wst,ppd,0.0
2010,wst,ppd,0.0
2003,wst,ppd,0.0
2011,wst,ppd,0.0
2001,wst,ppd,0.0
2008,mot,ppd,0.0
2009,mot,ppd,0.0
2005,mot,ppd,0.0
2006,mot,ppd,0.0
2012,mot,ppd,0.0
2014,mot,ppd,0.0
2013,mot,ppd,0.0
1999,mot,ppd,0.0
2002,mot,ppd,0.0
2017,mot,ppd,0.0
2016,mot,ppd,0.0
2015,mot,ppd,0.0
1998,mot,ppd,0.0
2004,mot,ppd,0.0
2000,mot,ppd,0.0
1997,mot,ppd,0.0
2007,mot,ppd,0.0
2010,mot,ppd,0.0
2003,mot,ppd,0.0
2011,mot,ppd,0.0
2001,mot,ppd,0.0
2008,adm,ppd,0.0
2009,adm,ppd,0.0
2005,adm,ppd,0.0
2006,adm,ppd,0.0
2012,adm,ppd,0.0
2014,adm,ppd,0.0
2013,adm,ppd,0.0
1999,adm,ppd,0.0
2002,adm,ppd,0.0
2017,adm,ppd,0.0
2016,adm,ppd,0.0
2015,adm,ppd,0.0
1998,adm,ppd,0.0
2004,adm,ppd,0.0
2000,adm,ppd,0.0
1997,adm,ppd,0.0
2007,adm,ppd,0.0
2010,adm,ppd,0.0
2003,adm,ppd,0.0
2011,adm,ppd,0.0
2001,adm,ppd,0.0
2008,soc,ppd,0.0
2009,soc,ppd,0.0
2005,soc,ppd,0.0
2006,soc,ppd,0.0
2012,soc,ppd,0.0
2014,soc,ppd,0.0
2013,soc,ppd,0.0
1999,soc,ppd,0.0
2002,soc,ppd,0.0
2017,soc,ppd,0.0
2016,soc,ppd,0.0
2015,soc,ppd,0.0
1998,soc,ppd,0.0
2004,soc,ppd,0.0
2000,soc,ppd,0.0
1997,soc,ppd,0.0
2007,soc,ppd,0.0
2010,soc,ppd,0.0
2003,soc,ppd,0.0
2011,soc,ppd,0.0
2001,soc,ppd,0.0
2008,alt,ppd,0.0
2009,alt,ppd,0.0
2005,alt,ppd,0.0
2006,alt,ppd,0.0
2012,alt,ppd,0.0
2014,alt,ppd,0.0
2013,alt,ppd,0.0
1999,alt,ppd,0.0
2002,alt,ppd,0.0
2017,alt,ppd,0.0
2016,alt,ppd,0.0
2015,alt,ppd,0.0
1998,alt,ppd,0.0
2004,alt,ppd,0.0
2000,alt,ppd,0.0
1997,alt,ppd,0.0
2007,alt,ppd,0.0
2010,alt,ppd,0.0
2003,alt,ppd,0.0
2011,alt,ppd,0.0
2001,alt,ppd,0.0
2008,pmt,ppd,0.003
2009,pmt,ppd,0.001
2005,pmt,ppd,0.056
2006,pmt,ppd,0.029
2012,pmt,ppd,0.001
2014,pmt,ppd,0.001
2013,pmt,ppd,0.001
1999,pmt,ppd,0.093
2002,pmt,ppd,0.137
2017,pmt,ppd,0.001
2016,pmt,ppd,0.001
2015,pmt,ppd,0.001
1998,pmt,ppd,0.185
2004,pmt,ppd,0.07200000000000001
2000,pmt,ppd,0.106
1997,pmt,ppd,0.069
2007,pmt,ppd,0.014
2010,pmt,ppd,0.0
2003,pmt,ppd,0.097
2011,pmt,ppd,0.0
2001,pmt,ppd,0.082
2008,trk,ppd,0.0
2009,trk,ppd,0.0
2005,trk,ppd,0.0
2006,trk,ppd,0.0
2012,trk,ppd,0.0
2014,trk,ppd,0.0
2013,trk,ppd,0.0
1999,trk,ppd,0.0
2002,trk,ppd,0.0
2017,trk,ppd,0.0
2016,trk,ppd,0.0
2015,trk,ppd,0.0
1998,trk,ppd,0.0
2004,trk,ppd,0.0
2000,trk,ppd,0.0
1997,trk,ppd,0.0
2007,trk,ppd,0.0
2010,trk,ppd,0.0
2003,trk,ppd,0.0
2011,trk,ppd,0.0
2001,trk,ppd,0.0
2008,fdd,ppd,0.0
2009,fdd,ppd,0.0
2005,fdd,ppd,0.0
2006,fdd,ppd,0.0
2012,fdd,ppd,0.0
2014,fdd,ppd,0.0
2013,fdd,ppd,0.0
1999,fdd,ppd,0.0
2002,fdd,ppd,0.0
2017,fdd,ppd,0.0
2016,fdd,ppd,0.0
2015,fdd,ppd,0.0
1998,fdd,ppd,0.0
2004,fdd,ppd,0.0
2000,fdd,ppd,0.0
1997,fdd,ppd,0.0
2007,fdd,ppd,0.0
2010,fdd,ppd,0.0
2003,fdd,ppd,0.0
2011,fdd,ppd,0.0
2001,fdd,ppd,0.0
2008,gmt,ppd,0.0
2009,gmt,ppd,0.0
2005,gmt,ppd,0.0
2006,gmt,ppd,0.0
2012,gmt,ppd,0.0
2014,gmt,ppd,0.0
2013,gmt,ppd,0.0
1999,gmt,ppd,0.0
2002,gmt,ppd,0.0
2017,gmt,ppd,0.0
2016,gmt,ppd,0.0
2015,gmt,ppd,0.0
1998,gmt,ppd,0.0
2004,gmt,ppd,0.0
2000,gmt,ppd,0.0
1997,gmt,ppd,0.0
2007,gmt,ppd,0.0
2010,gmt,ppd,0.0
2003,gmt,ppd,0.0
2011,gmt,ppd,0.0
2001,gmt,ppd,0.0
2008,wtt,ppd,0.0
2009,wtt,ppd,0.0
2005,wtt,ppd,0.0
2006,wtt,ppd,0.0
2012,wtt,ppd,0.0
2014,wtt,ppd,0.0
2013,wtt,ppd,0.0
1999,wtt,ppd,0.0
2002,wtt,ppd,0.0
2017,wtt,ppd,0.0
2016,wtt,ppd,0.0
2015,wtt,ppd,0.0
1998,wtt,ppd,0.0
2004,wtt,ppd,0.0
2000,wtt,ppd,0.0
1997,wtt,ppd,0.0
2007,wtt,ppd,0.0
2010,wtt,ppd,0.0
2003,wtt,ppd,0.0
2011,wtt,ppd,0.0
2001,wtt,ppd,0.0
2008,wpd,ppd,0.10300000000000001
2009,wpd,ppd,0.122
2005,wpd,ppd,0.07100000000000001
2006,wpd,ppd,0.066
2012,wpd,ppd,0.097
2014,wpd,ppd,0.131
2013,wpd,ppd,0.15
1999,wpd,ppd,0.112
2002,wpd,ppd,0.08600000000000001
2017,wpd,ppd,0.135
2016,wpd,ppd,0.132
2015,wpd,ppd,0.162
1998,wpd,ppd,0.153
2004,wpd,ppd,0.083
2000,wpd,ppd,0.076
1997,wpd,ppd,0.169
2007,wpd,ppd,0.065
2010,wpd,ppd,0.083
2003,wpd,ppd,0.09
2011,wpd,ppd,0.075
2001,wpd,ppd,0.047
2008,wht,ppd,0.8130000000000001
2009,wht,ppd,0.746
2005,wht,ppd,0.782
2006,wht,ppd,0.735
2012,wht,ppd,0.967
2014,wht,ppd,1.204
2013,wht,ppd,1.072
1999,wht,ppd,0.651
2002,wht,ppd,0.626
2017,wht,ppd,1.433
2016,wht,ppd,1.401
2015,wht,ppd,1.359
1998,wht,ppd,0.638
2004,wht,ppd,0.683
2000,wht,ppd,0.686
1997,wht,ppd,0.5750000000000001
2007,wht,ppd,0.757
2010,wht,ppd,0.788
2003,wht,ppd,0.662
2011,wht,ppd,0.844
2001,wht,ppd,0.624
2008,oth,ppd,0.0
2009,oth,ppd,0.0
2005,oth,ppd,0.0
2006,oth,ppd,0.0
2012,oth,ppd,0.0
2014,oth,ppd,0.0
2013,oth,ppd,0.0
1999,oth,ppd,0.0
2002,oth,ppd,0.0
2017,oth,ppd,0.0
2016,oth,ppd,0.0
2015,oth,ppd,0.0
1998,oth,ppd,0.0
2004,oth,ppd,0.0
2000,oth,ppd,0.0
1997,oth,ppd,0.0
2007,oth,ppd,0.0
2010,oth,ppd,0.0
2003,oth,ppd,0.0
2011,oth,ppd,0.0
2001,oth,ppd,0.0
2008,wrh,ppd,0.0
2009,wrh,ppd,0.0
2005,wrh,ppd,0.0
2006,wrh,ppd,0.0
2012,wrh,ppd,0.0
2014,wrh,ppd,0.0
2013,wrh,ppd,0.0
1999,wrh,ppd,0.0
2002,wrh,ppd,0.0
2017,wrh,ppd,0.0
2016,wrh,ppd,0.0
2015,wrh,ppd,0.0
1998,wrh,ppd,0.0
2004,wrh,ppd,0.0
2000,wrh,ppd,0.0
1997,wrh,ppd,0.0
2007,wrh,ppd,0.0
2010,wrh,ppd,0.0
2003,wrh,ppd,0.0
2011,wrh,ppd,0.0
2001,wrh,ppd,0.0
2008,ott,ppd,0.0
2009,ott,ppd,0.0
2005,ott,ppd,0.0
2006,ott,ppd,0.0
2012,ott,ppd,0.0
2014,ott,ppd,0.0
2013,ott,ppd,0.0
1999,ott,ppd,0.0
2002,ott,ppd,0.0
2017,ott,ppd,0.0
2016,ott,ppd,0.0
2015,ott,ppd,0.0
1998,ott,ppd,0.0
2004,ott,ppd,0.0
2000,ott,ppd,0.0
1997,ott,ppd,0.0
2007,ott,ppd,0.0
2010,ott,ppd,0.0
2003,ott,ppd,0.0
2011,ott,ppd,0.0
2001,ott,ppd,0.0
2008,che,ppd,0.375
2009,che,ppd,0.5640000000000001
2005,che,ppd,1.046
2006,che,ppd,0.97
2012,che,ppd,0.115
2014,che,ppd,0.149
2013,che,ppd,0.163
1999,che,ppd,0.47100000000000003
2002,che,ppd,0.5640000000000001
2017,che,ppd,0.159
2016,che,ppd,0.158
2015,che,ppd,0.135
1998,che,ppd,0.368
2004,che,ppd,0.996
2000,che,ppd,1.2710000000000001
1997,che,ppd,0.41200000000000003
2007,che,ppd,0.556
2010,che,ppd,0.36
2003,che,ppd,0.833
2011,che,ppd,0.23
2001,che,ppd,1.203
2008,air,ppd,0.0
2009,air,ppd,0.0
2005,air,ppd,0.0
2006,air,ppd,0.0
2012,air,ppd,0.0
2014,air,ppd,0.0
2013,air,ppd,0.0
1999,air,ppd,0.0
2002,air,ppd,0.0
2017,air,ppd,0.0
2016,air,ppd,0.0
2015,air,ppd,0.0
1998,air,ppd,0.0
2004,air,ppd,0.0
2000,air,ppd,0.0
1997,air,ppd,0.0
2007,air,ppd,0.0
2010,air,ppd,0.0
2003,air,ppd,0.0
2011,air,ppd,0.0
2001,air,ppd,0.0
2008,mmf,ppd,0.2
2009,mmf,ppd,0.108
2005,mmf,ppd,0.275
2006,mmf,ppd,0.28400000000000003
2012,mmf,ppd,0.28300000000000003
2014,mmf,ppd,0.093
2013,mmf,ppd,0.078
1999,mmf,ppd,0.209
2002,mmf,ppd,0.315
2017,mmf,ppd,0.099
2016,mmf,ppd,0.099
2015,mmf,ppd,0.085
1998,mmf,ppd,0.34
2004,mmf,ppd,0.312
2000,mmf,ppd,0.302
1997,mmf,ppd,0.244
2007,mmf,ppd,0.167
2010,mmf,ppd,0.065
2003,mmf,ppd,0.316
2011,mmf,ppd,0.024
2001,mmf,ppd,0.337
2008,otr,ppd,0.0
2009,otr,ppd,0.0
2005,otr,ppd,0.0
2006,otr,ppd,0.0
2012,otr,ppd,0.0
2014,otr,ppd,0.0
2013,otr,ppd,0.0
1999,otr,ppd,0.0
2002,otr,ppd,0.0
2017,otr,ppd,0.0
2016,otr,ppd,0.0
2015,otr,ppd,0.0
1998,otr,ppd,0.0
2004,otr,ppd,0.0
2000,otr,ppd,0.0
1997,otr,ppd,0.0
2007,otr,ppd,0.0
2010,otr,ppd,0.0
2003,otr,ppd,0.0
2011,otr,ppd,0.0
2001,otr,ppd,0.0
2008,min,ppd,0.0
2009,min,ppd,0.0
2005,min,ppd,0.0
2006,min,ppd,0.0
2012,min,ppd,0.0
2014,min,ppd,0.0
2013,min,ppd,0.0
1999,min,ppd,0.0
2002,min,ppd,0.0
2017,min,ppd,0.0
2016,min,ppd,0.0
2015,min,ppd,0.0
1998,min,ppd,0.0
2004,min,ppd,0.0
2000,min,ppd,0.0
1997,min,ppd,0.0
2007,min,ppd,0.0
2010,min,ppd,0.0
2003,min,ppd,0.0
2011,min,ppd,0.0
2001,min,ppd,0.0
2008,TotalBasic,ppd,177.26
2009,TotalBasic,ppd,160.435
2005,TotalBasic,ppd,159.96200000000002
2006,TotalBasic,ppd,167.435
2012,TotalBasic,ppd,178.874
2014,TotalBasic,ppd,184.513
2013,TotalBasic,ppd,183.713
1999,TotalBasic,ppd,155.51
2002,TotalBasic,ppd,152.374
2017,TotalBasic,ppd,181.464
2016,TotalBasic,ppd,178.804
2015,TotalBasic,ppd,182.80700000000002
1998,TotalBasic,ppd,153.085
2004,TotalBasic,ppd,152.873
2000,TotalBasic,ppd,163.583
1997,TotalBasic,ppd,149.151
2007,TotalBasic,ppd,174.111
2010,TotalBasic,ppd,169.302
2003,TotalBasic,ppd,148.641
2011,TotalBasic,ppd,175.479
2001,TotalBasic,ppd,154.875
2008,ppd,fbp,0.5740000000000001
2009,ppd,fbp,0.47800000000000004
2005,ppd,fbp,0.041
2006,ppd,fbp,0.052000000000000005
2012,ppd,fbp,0.009000000000000001
2014,ppd,fbp,0.096
2013,ppd,fbp,0.131
1999,ppd,fbp,0.002
2002,ppd,fbp,0.011
2017,ppd,fbp,0.116
2016,ppd,fbp,0.109
2015,ppd,fbp,0.109
1998,ppd,fbp,0.007
2004,ppd,fbp,0.028
2000,ppd,fbp,0.024
1997,ppd,fbp,0.001
2007,ppd,fbp,0.067
2010,ppd,fbp,0.003
2003,ppd,fbp,0.026000000000000002
2011,ppd,fbp,0.002
2001,ppd,fbp,0.037
2008,res,fbp,0.0
2009,res,fbp,0.0
2005,res,fbp,0.0
2006,res,fbp,0.0
2012,res,fbp,0.0
2014,res,fbp,0.0
2013,res,fbp,0.0
1999,res,fbp,0.0
2002,res,fbp,0.0
2017,res,fbp,0.0
2016,res,fbp,0.0
2015,res,fbp,0.0
1998,res,fbp,0.0
2004,res,fbp,0.0
2000,res,fbp,0.0
1997,res,fbp,0.0
2007,res,fbp,0.0
2010,res,fbp,0.0
2003,res,fbp,0.0
2011,res,fbp,0.0
2001,res,fbp,0.0
2008,com,fbp,0.098
2009,com,fbp,0.073
2005,com,fbp,0.111
2006,com,fbp,0.115
2012,com,fbp,0.094
2014,com,fbp,0.096
2013,com,fbp,0.108
1999,com,fbp,0.47200000000000003
2002,com,fbp,0.14300000000000002
2017,com,fbp,0.14
2016,com,fbp,0.14200000000000002
2015,com,fbp,0.109
1998,com,fbp,0.398
2004,com,fbp,0.128
2000,com,fbp,0.322
1997,com,fbp,0.538
2007,com,fbp,0.1
2010,com,fbp,0.054
2003,com,fbp,0.162
2011,com,fbp,0.095
2001,com,fbp,0.252
2008,amb,fbp,0.0
2009,amb,fbp,0.0
2005,amb,fbp,0.0
2006,amb,fbp,0.0
2012,amb,fbp,0.0
2014,amb,fbp,0.0
2013,amb,fbp,0.0
1999,amb,fbp,0.0
2002,amb,fbp,0.0
2017,amb,fbp,0.0
2016,amb,fbp,0.0
2015,amb,fbp,0.0
1998,amb,fbp,0.0
2004,amb,fbp,0.0
2000,amb,fbp,0.0
1997,amb,fbp,0.0
2007,amb,fbp,0.0
2010,amb,fbp,0.0
2003,amb,fbp,0.0
2011,amb,fbp,0.0
2001,amb,fbp,0.0
2008,fbp,fbp,750.37
2009,fbp,fbp,736.083
2005,fbp,fbp,633.9060000000001
2006,fbp,fbp,640.315
2012,fbp,fbp,856.282
2014,fbp,fbp,907.977
2013,fbp,fbp,878.986
1999,fbp,fbp,515.403
2002,fbp,fbp,543.992
2017,fbp,fbp,924.991
2016,fbp,fbp,899.506
2015,fbp,fbp,908.15
1998,fbp,fbp,517.529
2004,fbp,fbp,604.546
2000,fbp,fbp,530.042
1997,fbp,fbp,509.724
2007,fbp,fbp,692.715
2010,fbp,fbp,762.799
2003,fbp,fbp,574.537
2011,fbp,fbp,818.375
2001,fbp,fbp,547.706
2008,rec,fbp,0.0
2009,rec,fbp,0.0
2005,rec,fbp,0.0
2006,rec,fbp,0.0
2012,rec,fbp,0.0
2014,rec,fbp,0.0
2013,rec,fbp,0.0
1999,rec,fbp,0.0
2002,rec,fbp,0.0
2017,rec,fbp,0.0
2016,rec,fbp,0.0
2015,rec,fbp,0.0
1998,rec,fbp,0.0
2004,rec,fbp,0.0
2000,rec,fbp,0.0
1997,rec,fbp,0.0
2007,rec,fbp,0.0
2010,rec,fbp,0.0
2003,rec,fbp,0.0
2011,rec,fbp,0.0
2001,rec,fbp,0.0
2008,con,fbp,0.06
2009,con,fbp,0.456
2005,con,fbp,0.052000000000000005
2006,con,fbp,0.067
2012,con,fbp,0.302
2014,con,fbp,0.209
2013,con,fbp,0.096
1999,con,fbp,0.094
2002,con,fbp,0.12
2017,con,fbp,0.151
2016,con,fbp,0.228
2015,con,fbp,0.292
1998,con,fbp,0.11900000000000001
2004,con,fbp,0.043000000000000003
2000,con,fbp,0.089
1997,con,fbp,0.114
2007,con,fbp,0.133
2010,con,fbp,0.3
2003,con,fbp,0.029
2011,con,fbp,0.137
2001,con,fbp,0.08600000000000001
2008,agr,fbp,0.0
2009,agr,fbp,0.0
2005,agr,fbp,0.0
2006,agr,fbp,0.0
2012,agr,fbp,0.0
2014,agr,fbp,0.0
2013,agr,fbp,0.0
1999,agr,fbp,0.0
2002,agr,fbp,0.0
2017,agr,fbp,0.0
2016,agr,fbp,0.0
2015,agr,fbp,0.0
1998,agr,fbp,0.0
2004,agr,fbp,0.0
2000,agr,fbp,0.0
1997,agr,fbp,0.0
2007,agr,fbp,0.0
2010,agr,fbp,0.0
2003,agr,fbp,0.0
2011,agr,fbp,0.0
2001,agr,fbp,0.0
2008,eec,fbp,0.0
2009,eec,fbp,0.0
2005,eec,fbp,0.0
2006,eec,fbp,0.0
2012,eec,fbp,0.0
2014,eec,fbp,0.0
2013,eec,fbp,0.0
1999,eec,fbp,0.0
2002,eec,fbp,0.0
2017,eec,fbp,0.0
2016,eec,fbp,0.0
2015,eec,fbp,0.0
1998,eec,fbp,0.0
2004,eec,fbp,0.0
2000,eec,fbp,0.0
1997,eec,fbp,0.0
2007,eec,fbp,0.0
2010,eec,fbp,0.0
2003,eec,fbp,0.0
2011,eec,fbp,0.0
2001,eec,fbp,0.0
2008,use,fbp,0.001
2009,use,fbp,0.001
2005,use,fbp,0.004
2006,use,fbp,0.005
2012,use,fbp,0.003
2014,use,fbp,0.003
2013,use,fbp,0.003
1999,use,fbp,0.0
2002,use,fbp,0.001
2017,use,fbp,0.003
2016,use,fbp,0.003
2015,use,fbp,0.003
1998,use,fbp,0.001
2004,use,fbp,0.003
2000,use,fbp,0.0
1997,use,fbp,0.001
2007,use,fbp,0.006
2010,use,fbp,0.033
2003,use,fbp,0.002
2011,use,fbp,0.004
2001,use,fbp,0.0
2008,fnd,fbp,0.0
2009,fnd,fbp,0.0
2005,fnd,fbp,0.0
2006,fnd,fbp,0.0
2012,fnd,fbp,0.0
2014,fnd,fbp,0.0
2013,fnd,fbp,0.0
1999,fnd,fbp,0.0
2002,fnd,fbp,0.0
2017,fnd,fbp,0.0
2016,fnd,fbp,0.0
2015,fnd,fbp,0.0
1998,fnd,fbp,0.0
2004,fnd,fbp,0.0
2000,fnd,fbp,0.0
1997,fnd,fbp,0.0
2007,fnd,fbp,0.0
2010,fnd,fbp,0.0
2003,fnd,fbp,0.0
2011,fnd,fbp,0.0
2001,fnd,fbp,0.0
2008,pub,fbp,0.0
2009,pub,fbp,0.0
2005,pub,fbp,0.0
2006,pub,fbp,0.0
2012,pub,fbp,0.0
2014,pub,fbp,0.0
2013,pub,fbp,0.0
1999,pub,fbp,0.0
2002,pub,fbp,0.0
2017,pub,fbp,0.0
2016,pub,fbp,0.0
2015,pub,fbp,0.0
1998,pub,fbp,0.0
2004,pub,fbp,0.0
2000,pub,fbp,0.0
1997,pub,fbp,0.0
2007,pub,fbp,0.0
2010,pub,fbp,0.0
2003,pub,fbp,0.0
2011,pub,fbp,0.0
2001,pub,fbp,0.0
2008,hou,fbp,0.0
2009,hou,fbp,0.0
2005,hou,fbp,0.0
2006,hou,fbp,0.0
2012,hou,fbp,0.0
2014,hou,fbp,0.0
2013,hou,fbp,0.0
1999,hou,fbp,0.0
2002,hou,fbp,0.0
2017,hou,fbp,0.0
2016,hou,fbp,0.0
2015,hou,fbp,0.0
1998,hou,fbp,0.0
2004,hou,fbp,0.0
2000,hou,fbp,0.0
1997,hou,fbp,0.0
2007,hou,fbp,0.0
2010,hou,fbp,0.0
2003,hou,fbp,0.0
2011,hou,fbp,0.0
2001,hou,fbp,0.0
2008,fbt,fbp,0.0
2009,fbt,fbp,0.0
2005,fbt,fbp,0.0
2006,fbt,fbp,0.0
2012,fbt,fbp,0.0
2014,fbt,fbp,0.0
2013,fbt,fbp,0.0
1999,fbt,fbp,0.0
2002,fbt,fbp,0.0
2017,fbt,fbp,0.0
2016,fbt,fbp,0.0
2015,fbt,fbp,0.0
1998,fbt,fbp,0.0
2004,fbt,fbp,0.0
2000,fbt,fbp,0.0
1997,fbt,fbp,0.0
2007,fbt,fbp,0.0
2010,fbt,fbp,0.0
2003,fbt,fbp,0.0
2011,fbt,fbp,0.0
2001,fbt,fbp,0.0
2008,ins,fbp,0.0
2009,ins,fbp,0.0
2005,ins,fbp,0.0
2006,ins,fbp,0.0
2012,ins,fbp,0.0
2014,ins,fbp,0.0
2013,ins,fbp,0.0
1999,ins,fbp,0.0
2002,ins,fbp,0.0
2017,ins,fbp,0.0
2016,ins,fbp,0.0
2015,ins,fbp,0.0
1998,ins,fbp,0.0
2004,ins,fbp,0.0
2000,ins,fbp,0.0
1997,ins,fbp,0.0
2007,ins,fbp,0.0
2010,ins,fbp,0.0
2003,ins,fbp,0.0
2011,ins,fbp,0.0
2001,ins,fbp,0.0
2008,tex,fbp,0.0
2009,tex,fbp,0.0
2005,tex,fbp,0.025
2006,tex,fbp,0.011
2012,tex,fbp,0.0
2014,tex,fbp,0.0
2013,tex,fbp,0.0
1999,tex,fbp,0.015
2002,tex,fbp,0.022
2017,tex,fbp,0.001
2016,tex,fbp,0.001
2015,tex,fbp,0.0
1998,tex,fbp,0.031
2004,tex,fbp,0.02
2000,tex,fbp,0.121
1997,tex,fbp,0.004
2007,tex,fbp,0.003
2010,tex,fbp,0.0
2003,tex,fbp,0.023
2011,tex,fbp,0.0
2001,tex,fbp,0.162
2008,leg,fbp,0.0
2009,leg,fbp,0.0
2005,leg,fbp,0.0
2006,leg,fbp,0.0
2012,leg,fbp,0.0
2014,leg,fbp,0.0
2013,leg,fbp,0.0
1999,leg,fbp,0.0
2002,leg,fbp,0.0
2017,leg,fbp,0.0
2016,leg,fbp,0.0
2015,leg,fbp,0.0
1998,leg,fbp,0.0
2004,leg,fbp,0.0
2000,leg,fbp,0.0
1997,leg,fbp,0.0
2007,leg,fbp,0.0
2010,leg,fbp,0.0
2003,leg,fbp,0.0
2011,leg,fbp,0.0
2001,leg,fbp,0.0
2008,fen,fbp,0.0
2009,fen,fbp,0.0
2005,fen,fbp,0.0
2006,fen,fbp,0.0
2012,fen,fbp,0.0
2014,fen,fbp,0.0
2013,fen,fbp,0.0
1999,fen,fbp,0.0
2002,fen,fbp,0.0
2017,fen,fbp,0.0
2016,fen,fbp,0.0
2015,fen,fbp,0.0
1998,fen,fbp,0.0
2004,fen,fbp,0.0
2000,fen,fbp,0.0
1997,fen,fbp,0.0
2007,fen,fbp,0.0
2010,fen,fbp,0.0
2003,fen,fbp,0.0
2011,fen,fbp,0.0
2001,fen,fbp,0.0
2008,uti,fbp,0.0
2009,uti,fbp,0.0
2005,uti,fbp,0.0
2006,uti,fbp,0.0
2012,uti,fbp,0.0
2014,uti,fbp,0.0
2013,uti,fbp,0.0
1999,uti,fbp,0.0
2002,uti,fbp,0.0
2017,uti,fbp,0.0
2016,uti,fbp,0.0
2015,uti,fbp,0.0
1998,uti,fbp,0.0
2004,uti,fbp,0.0
2000,uti,fbp,0.0
1997,uti,fbp,0.0
2007,uti,fbp,0.0
2010,uti,fbp,0.0
2003,uti,fbp,0.0
2011,uti,fbp,0.0
2001,uti,fbp,0.0
